SKU_ID,Month,Units_Sold,Revenue_USD,COGS_USD,Gross_Profit_USD
CE-0042,2023-01,1063,1907330.27,1615005.27,292325.0
CE-0042,2023-02,985,1767375.65,1496500.65,270875.0
CE-0042,2023-03,1329,2384611.41,2019136.41,365475.0
CE-0042,2023-04,1315,2359491.35,1997866.35,361625.0
CE-0042,2023-05,1314,2357697.06,1996347.06,361350.0
CE-0042,2023-06,1403,2517388.87,2131563.87,385825.0
CE-0042,2023-07,1434,2573011.86,2178661.86,394350.0
CE-0042,2023-08,1292,2318222.68,1962922.68,355300.0
CE-0042,2023-09,1223,2194416.67,1858091.67,336325.0
CE-0042,2023-10,1292,2318222.68,1962922.68,355300.0
CE-0042,2023-11,1723,3091561.67,2617736.67,473825.0
CE-0042,2023-12,1647,2955195.63,2502270.63,452925.0
CE-0042,2024-01,1018,1826587.22,1546637.22,279950.0
CE-0042,2024-02,1057,1896564.53,1605889.53,290675.0
CE-0042,2024-03,1038,1862473.02,1577023.02,285450.0
CE-0042,2024-04,1277,2291308.33,1940133.33,351175.0
CE-0042,2024-05,1331,2388199.99,2022174.99,366025.0
CE-0042,2024-06,1202,2156736.58,1826186.58,330550.0
CE-0042,2024-07,1286,2307456.94,1953806.94,353650.0
CE-0042,2024-08,1160,2081376.4,1762376.4,319000.0
CE-0042,2024-10,1308,2346931.32,1987231.32,359700.0
CE-0042,2024-11,1528,2741675.12,2321475.12,420200.0
CE-0042,2024-12,1779,3192041.91,2702816.91,489225.0
CE-0042,2025-01,1047,1878621.63,1590696.63,287925.0
CE-0043,2023-01,734,328920.08,250873.86,78046.22
CE-0043,2023-02,838,375524.56,286420.02,89104.54
CE-0043,2023-03,958,429298.96,327434.82,101864.14
CE-0043,2023-04,902,404204.24,308294.58,95909.66
CE-0043,2023-05,926,414959.12,316497.54,98461.58
CE-0043,2023-06,993,444983.16,339397.47,105585.69
CE-0043,2023-07,1023,458426.76,349651.17,108775.59
CE-0043,2023-08,1157,518474.84,395451.03,123023.81
CE-0043,2023-09,879,393897.48,300433.41,93464.07
CE-0043,2023-10,1159,519371.08,396134.61,123236.47
CE-0043,2023-11,1209,541777.08,413224.11,128552.97
CE-0043,2023-12,1585,710270.2,541737.15,168533.05
CE-0043,2024-01,873,391208.76,298382.67,92826.09
CE-0043,2024-02,819,367010.28,279926.01,87084.27
CE-0043,2024-03,1177,527437.24,402286.83,125150.41
CE-0043,2024-04,1076,482177.12,367766.04,114411.08
CE-0043,2024-05,1062,475903.44,362980.98,112922.46
CE-0043,2024-06,1098,492035.76,375285.42,116750.34
CE-0043,2024-07,1050,470526.0,358879.5,111646.5
CE-0043,2024-08,968,433780.16,330852.72,102927.44
CE-0043,2024-10,1114,499205.68,380754.06,118451.62
CE-0043,2024-11,1554,696378.48,531141.66,165236.82
CE-0043,2024-12,1443,646637.16,493202.97,153434.19
CE-0043,2025-01,828,371043.36,283002.12,88041.24
CE-0044,2023-01,496,211305.92,164463.68,46842.24
CE-0044,2023-02,563,239849.26,186679.54,53169.72
CE-0044,2023-03,724,308438.48,240063.92,68374.56
CE-0044,2023-04,833,354874.66,276206.14,78668.52
CE-0044,2023-05,673,286711.46,223153.34,63558.12
CE-0044,2023-06,879,374471.58,291458.82,83012.76
CE-0044,2023-07,884,376601.68,293116.72,83484.96
CE-0044,2023-08,903,384696.06,299416.74,85279.32
CE-0044,2023-09,771,328461.42,255648.18,72813.24
CE-0044,2023-10,721,307160.42,239069.18,68091.24
CE-0044,2023-11,858,365525.16,284495.64,81029.52
CE-0044,2023-12,1114,474586.28,369380.12,105206.16
CE-0044,2024-01,622,264984.44,206242.76,58741.68
CE-0044,2024-02,602,256464.04,199611.16,56852.88
CE-0044,2024-03,771,328461.42,255648.18,72813.24
CE-0044,2024-04,787,335277.74,260953.46,74324.28
CE-0044,2024-05,802,341668.04,265927.16,75740.88
CE-0044,2024-06,833,354874.66,276206.14,78668.52
CE-0044,2024-07,768,327183.36,254653.44,72529.92
CE-0044,2024-08,737,313976.74,244374.46,69602.28
CE-0044,2024-10,636,270948.72,210884.88,60063.84
CE-0044,2024-11,994,423463.88,329590.52,93873.36
CE-0044,2024-12,1020,434540.4,338211.6,96328.8
CE-0044,2025-01,515,219400.3,170763.7,48636.6
CE-0045,2023-01,447,196188.3,115321.53,80866.77
CE-0045,2023-02,518,227350.2,133638.82,93711.38
CE-0045,2023-03,560,245784.0,144474.4,101309.6
CE-0045,2023-04,626,274751.4,161501.74,113249.66
CE-0045,2023-05,517,226911.3,133380.83,93530.47
CE-0045,2023-06,650,285285.0,167693.5,117591.5
CE-0045,2023-07,669,293624.1,172595.31,121028.79
CE-0045,2023-08,719,315569.1,185494.81,130074.29
CE-0045,2023-09,649,284846.1,167435.51,117410.59
CE-0045,2023-10,509,223400.1,131316.91,92083.19
CE-0045,2023-11,692,303718.8,178529.08,125189.72
CE-0045,2023-12,913,400715.7,235544.87,165170.83
CE-0045,2024-01,503,220766.7,129768.97,90997.73
CE-0045,2024-02,419,183899.1,108097.81,75801.29
CE-0045,2024-03,627,275190.3,161759.73,113430.57
CE-0045,2024-04,650,285285.0,167693.5,117591.5
CE-0045,2024-05,612,268606.8,157889.88,110716.92
CE-0045,2024-06,747,327858.3,192718.53,135139.77
CE-0045,2024-07,572,251050.8,147570.28,103480.52
CE-0045,2024-08,682,299329.8,175949.18,123380.62
CE-0045,2024-10,534,234372.6,137766.66,96605.94
CE-0045,2024-11,728,319519.2,187816.72,131702.48
CE-0045,2024-12,859,377015.1,221613.41,155401.69
CE-0045,2025-01,479,210233.1,123577.21,86655.89
CE-0046,2023-01,739,222860.23,176000.24,46859.99
CE-0046,2023-02,769,231907.33,183145.04,48762.29
CE-0046,2023-03,1039,313331.23,247448.24,65882.99
CE-0046,2023-04,877,264476.89,208866.32,55610.57
CE-0046,2023-05,887,267492.59,211247.92,56244.67
CE-0046,2023-06,914,275634.98,217678.24,57956.74
CE-0046,2023-07,985,297046.45,234587.6,62458.85
CE-0046,2023-08,1160,349821.2,276265.6,73555.6
CE-0046,2023-09,1009,304284.13,240303.44,63980.69
CE-0046,2023-10,1068,322076.76,254354.88,67721.88
CE-0046,2023-11,1208,364296.56,287697.28,76599.28
CE-0046,2023-12,1370,413150.9,326279.2,86871.7
CE-0046,2024-01,829,250001.53,197434.64,52566.89
CE-0046,2024-02,816,246081.12,194338.56,51742.56
CE-0046,2024-03,1037,312728.09,246971.92,65756.17
CE-0046,2024-04,913,275333.41,217440.08,57893.33
CE-0046,2024-05,865,260858.05,206008.4,54849.65
CE-0046,2024-06,1022,308204.54,243399.52,64805.02
CE-0046,2024-07,923,278349.11,219821.68,58527.43
CE-0046,2024-08,943,284380.51,224584.88,59795.63
CE-0046,2024-10,984,296744.88,234349.44,62395.44
CE-0046,2024-11,1138,343186.66,271026.08,72160.58
CE-0046,2024-12,1233,371835.81,293651.28,78184.53
CE-0046,2025-01,822,247890.54,195767.52,52123.02
CE-0047,2023-01,83,24275.01,18556.31,5718.7
CE-0047,2023-02,72,21057.84,16097.04,4960.8
CE-0047,2023-03,118,34511.46,26381.26,8130.2
CE-0047,2023-04,116,33926.52,25934.12,7992.4
CE-0047,2023-05,99,28954.53,22133.43,6821.1
CE-0047,2023-06,123,35973.81,27499.11,8474.7
CE-0047,2023-07,120,35096.4,26828.4,8268.0
CE-0047,2023-08,107,31294.29,23921.99,7372.3
CE-0047,2023-09,99,28954.53,22133.43,6821.1
CE-0047,2023-10,107,31294.29,23921.99,7372.3
CE-0047,2023-11,132,38606.04,29511.24,9094.8
CE-0047,2023-12,165,48257.55,36889.05,11368.5
CE-0047,2024-01,87,25444.89,19450.59,5994.3
CE-0047,2024-02,76,22227.72,16991.32,5236.4
CE-0047,2024-03,117,34218.99,26157.69,8061.3
CE-0047,2024-04,95,27784.65,21239.15,6545.5
CE-0047,2024-05,120,35096.4,26828.4,8268.0
CE-0047,2024-06,103,30124.41,23027.71,7096.7
CE-0047,2024-07,123,35973.81,27499.11,8474.7
CE-0047,2024-08,114,33341.58,25486.98,7854.6
CE-0047,2024-10,105,30709.35,23474.85,7234.5
CE-0047,2024-11,124,36266.28,27722.68,8543.6
CE-0047,2024-12,154,45040.38,34429.78,10610.6
CE-0047,2025-01,74,21642.78,16544.18,5098.6
CE-0048,2023-01,786,504973.56,445245.42,59728.14
CE-0048,2023-02,746,479275.16,422586.62,56688.54
CE-0048,2023-03,1016,652739.36,575533.52,77205.84
CE-0048,2023-04,1011,649527.06,572701.17,76825.89
CE-0048,2023-05,1157,743326.22,655405.79,87920.43
CE-0048,2023-06,1079,693214.34,611221.13,81993.21
CE-0048,2023-07,1138,731119.48,644642.86,86476.62
CE-0048,2023-08,1164,747823.44,659371.08,88452.36
CE-0048,2023-09,1007,646957.22,570435.29,76521.93
CE-0048,2023-10,1113,715057.98,630481.11,84576.87
CE-0048,2023-11,1164,747823.44,659371.08,88452.36
CE-0048,2023-12,1413,907795.98,800422.11,107373.87
CE-0048,2024-01,894,574359.24,506424.18,67935.06
CE-0048,2024-02,819,526174.74,463938.93,62235.81
CE-0048,2024-03,950,610337.0,538146.5,72190.5
CE-0048,2024-04,1072,688717.12,607255.84,81461.28
CE-0048,2024-05,1142,733689.32,646908.74,86780.58
CE-0048,2024-06,1194,767097.24,676365.18,90732.06
CE-0048,2024-07,1035,664946.1,586296.45,78649.65
CE-0048,2024-08,1223,785728.58,692792.81,92935.77
CE-0048,2024-10,861,553158.06,487730.67,65427.39
CE-0048,2024-11,1537,987461.02,870664.39,116796.63
CE-0048,2024-12,1243,798577.78,704122.21,94455.57
CE-0048,2025-01,876,562794.96,496227.72,66567.24
CE-0049,2023-01,546,546764.4,406169.4,140595.0
CE-0049,2023-02,527,527737.8,392035.3,135702.5
CE-0049,2023-03,706,706988.4,525193.4,181795.0
CE-0049,2023-04,629,629880.6,467913.1,161967.5
CE-0049,2023-05,564,564789.6,419559.6,145230.0
CE-0049,2023-06,797,798115.8,592888.3,205227.5
CE-0049,2023-07,767,768073.8,570571.3,197502.5
CE-0049,2023-08,613,613858.2,456010.7,157847.5
CE-0049,2023-09,709,709992.6,527425.1,182567.5
CE-0049,2023-10,662,662926.8,492461.8,170465.0
CE-0049,2023-11,1003,1004404.2,746131.7,258272.5
CE-0049,2023-12,792,793108.8,589168.8,203940.0
CE-0049,2024-01,435,435609.0,323596.5,112012.5
CE-0049,2024-02,490,490686.0,364511.0,126175.0
CE-0049,2024-03,699,699978.6,519986.1,179992.5
CE-0049,2024-04,741,742037.4,551229.9,190807.5
CE-0049,2024-05,653,653914.2,485766.7,168147.5
CE-0049,2024-06,813,814138.2,604790.7,209347.5
CE-0049,2024-07,702,702982.8,522217.8,180765.0
CE-0049,2024-08,614,614859.6,456754.6,158105.0
CE-0049,2024-10,735,736029.0,546766.5,189262.5
CE-0049,2024-11,832,833164.8,618924.8,214240.0
CE-0049,2024-12,807,808129.8,600327.3,207802.5
CE-0049,2025-01,551,551771.4,409888.9,141882.5
CE-0050,2023-01,771,584178.99,470256.03,113922.96
CE-0050,2023-02,670,507652.3,408653.1,98999.2
CE-0050,2023-03,859,650855.71,523929.87,126925.84
CE-0050,2023-04,804,609182.76,490383.72,118799.04
CE-0050,2023-05,989,749355.41,603220.77,146134.64
CE-0050,2023-06,1134,859220.46,691660.62,167559.84
CE-0050,2023-07,1062,804666.78,647745.66,156921.12
CE-0050,2023-08,1042,789512.98,635547.06,153965.92
CE-0050,2023-09,961,728140.09,586142.73,141997.36
CE-0050,2023-10,919,696317.11,560525.67,135791.44
CE-0050,2023-11,1115,844824.35,680071.95,164752.4
CE-0050,2023-12,1111,841793.59,677632.23,164161.36
CE-0050,2024-01,658,498560.02,401333.94,97226.08
CE-0050,2024-02,692,524321.48,422071.56,102249.92
CE-0050,2024-03,901,682678.69,549546.93,133131.76
CE-0050,2024-04,912,691013.28,556256.16,134757.12
CE-0050,2024-05,820,621305.8,500142.6,121163.2
CE-0050,2024-06,909,688740.21,554426.37,134313.84
CE-0050,2024-07,1021,773601.49,622738.53,150862.96
CE-0050,2024-08,1032,781936.08,629447.76,152488.32
CE-0050,2024-10,1027,778147.63,626398.11,151749.52
CE-0050,2024-11,1264,957720.16,770951.52,186768.64
CE-0050,2024-12,1217,922108.73,742284.81,179823.92
CE-0050,2025-01,769,582663.61,469036.17,113627.44
CE-0051,2023-01,119,60885.16,39209.31,21675.85
CE-0051,2023-02,91,46559.24,29983.59,16575.65
CE-0051,2023-03,137,70094.68,45140.13,24954.55
CE-0051,2023-04,125,63955.0,41186.25,22768.75
CE-0051,2023-05,133,68048.12,43822.17,24225.95
CE-0051,2023-06,131,67024.84,43163.19,23861.65
CE-0051,2023-07,160,81862.4,52718.4,29144.0
CE-0051,2023-08,131,67024.84,43163.19,23861.65
CE-0051,2023-09,146,74699.44,48105.54,26593.9
CE-0051,2023-10,146,74699.44,48105.54,26593.9
CE-0051,2023-11,171,87490.44,56342.79,31147.65
CE-0051,2023-12,199,101816.36,65568.51,36247.85
CE-0051,2024-01,101,51675.64,33278.49,18397.15
CE-0051,2024-02,108,55257.12,35584.92,19672.2
CE-0051,2024-03,151,77257.64,49752.99,27504.65
CE-0051,2024-04,153,78280.92,50411.97,27868.95
CE-0051,2024-05,126,64466.64,41515.74,22950.9
CE-0051,2024-06,165,84420.6,54365.85,30054.75
CE-0051,2024-07,136,69583.04,44810.64,24772.4
CE-0051,2024-08,136,69583.04,44810.64,24772.4
CE-0051,2024-10,126,64466.64,41515.74,22950.9
CE-0051,2024-11,177,90560.28,58319.73,32240.55
CE-0051,2024-12,179,91583.56,58978.71,32604.85
CE-0051,2025-01,101,51675.64,33278.49,18397.15
CE-0052,2023-01,259,96384.26,83017.27,13366.99
CE-0052,2023-02,225,83731.5,72119.25,11612.25
CE-0052,2023-03,299,111269.86,95838.47,15431.39
CE-0052,2023-04,345,128388.3,110582.85,17805.45
CE-0052,2023-05,303,112758.42,97120.59,15637.83
CE-0052,2023-06,370,137691.8,118596.1,19095.7
CE-0052,2023-07,284,105687.76,91030.52,14657.24
CE-0052,2023-08,378,140668.92,121160.34,19508.58
CE-0052,2023-09,301,112014.14,96479.53,15534.61
CE-0052,2023-10,292,108664.88,93594.76,15070.12
CE-0052,2023-11,430,160020.2,137827.9,22192.3
CE-0052,2023-12,425,158159.5,136225.25,21934.25
CE-0052,2024-01,260,96756.4,83337.8,13418.6
CE-0052,2024-02,204,75916.56,65388.12,10528.44
CE-0052,2024-03,322,119829.08,103210.66,16618.42
CE-0052,2024-04,281,104571.34,90068.93,14502.41
CE-0052,2024-05,288,107176.32,92312.64,14863.68
CE-0052,2024-06,355,132109.7,113788.15,18321.55
CE-0052,2024-07,341,126899.74,109300.73,17599.01
CE-0052,2024-08,313,116479.82,100325.89,16153.93
CE-0052,2024-10,295,109781.3,94556.35,15224.95
CE-0052,2024-11,381,141785.34,122121.93,19663.41
CE-0052,2024-12,382,142157.48,122442.46,19715.02
CE-0052,2025-01,231,85964.34,74042.43,11921.91
CE-0053,2023-01,311,85857.77,67916.18,17941.59
CE-0053,2023-02,325,89722.75,70973.5,18749.25
CE-0053,2023-03,372,102698.04,81237.36,21460.68
CE-0053,2023-04,482,133065.74,105259.16,27806.58
CE-0053,2023-05,398,109875.86,86915.24,22960.62
CE-0053,2023-06,414,114292.98,90409.32,23883.66
CE-0053,2023-07,463,127820.41,101109.94,26710.47
CE-0053,2023-08,536,147973.52,117051.68,30921.84
CE-0053,2023-09,433,119538.31,94558.54,24979.77
CE-0053,2023-10,418,115397.26,91282.84,24114.42
CE-0053,2023-11,547,151010.29,119453.86,31556.43
CE-0053,2023-12,521,143832.47,113775.98,30056.49
CE-0053,2024-01,380,104906.6,82984.4,21922.2
CE-0053,2024-02,336,92759.52,73375.68,19383.84
CE-0053,2024-03,389,107391.23,84949.82,22441.41
CE-0053,2024-04,495,136654.65,108098.1,28556.55
CE-0053,2024-05,497,137206.79,108534.86,28671.93
CE-0053,2024-06,494,136378.58,107879.72,28498.86
CE-0053,2024-07,517,142728.19,112902.46,29825.73
CE-0053,2024-08,533,147145.31,116396.54,30748.77
CE-0053,2024-10,476,131409.32,103948.88,27460.44
CE-0053,2024-11,521,143832.47,113775.98,30056.49
CE-0053,2024-12,604,166746.28,131901.52,34844.76
CE-0053,2025-01,299,82544.93,65295.62,17249.31
CE-0054,2023-01,197,292925.21,221207.36,71717.85
CE-0054,2023-02,199,295899.07,223453.12,72445.95
CE-0054,2023-03,248,368758.64,278474.24,90284.4
CE-0054,2023-04,248,368758.64,278474.24,90284.4
CE-0054,2023-05,230,341993.9,258262.4,83731.5
CE-0054,2023-06,254,377680.22,285211.52,92468.7
CE-0054,2023-07,263,391062.59,295317.44,95745.15
CE-0054,2023-08,233,346454.69,261631.04,84823.65
CE-0054,2023-09,209,310768.37,234681.92,76086.45
CE-0054,2023-10,209,310768.37,234681.92,76086.45
CE-0054,2023-11,313,465409.09,351461.44,113947.65
CE-0054,2023-12,354,526373.22,397499.52,128873.7
CE-0054,2024-01,197,292925.21,221207.36,71717.85
CE-0054,2024-02,210,312255.3,235804.8,76450.5
CE-0054,2024-03,259,385114.87,290825.92,94288.95
CE-0054,2024-04,272,404444.96,305423.36,99021.6
CE-0054,2024-05,239,355376.27,268368.32,87007.95
CE-0054,2024-06,278,413366.54,312160.64,101205.9
CE-0054,2024-07,256,380654.08,287457.28,93196.8
CE-0054,2024-08,257,382141.01,288580.16,93560.85
CE-0054,2024-10,272,404444.96,305423.36,99021.6
CE-0054,2024-11,334,496634.62,375041.92,121592.7
CE-0054,2024-12,363,539755.59,407605.44,132150.15
CE-0054,2025-01,169,251291.17,189766.72,61524.45
CE-0055,2023-01,96,53927.04,46157.76,7769.28
CE-0055,2023-02,93,52241.82,44715.33,7526.49
CE-0055,2023-03,123,69094.02,59139.63,9954.39
CE-0055,2023-04,96,53927.04,46157.76,7769.28
CE-0055,2023-05,116,65161.84,55773.96,9387.88
CE-0055,2023-06,126,70779.24,60582.06,10197.18
CE-0055,2023-07,134,75273.16,64428.54,10844.62
CE-0055,2023-08,134,75273.16,64428.54,10844.62
CE-0055,2023-09,120,67408.8,57697.2,9711.6
CE-0055,2023-10,95,53365.3,45676.95,7688.35
CE-0055,2023-11,128,71902.72,61543.68,10359.04
CE-0055,2023-12,157,88193.18,75487.17,12706.01
CE-0055,2024-01,91,51118.34,43753.71,7364.63
CE-0055,2024-02,73,41007.02,35099.13,5907.89
CE-0055,2024-03,114,64038.36,54812.34,9226.02
CE-0055,2024-04,97,54488.78,46638.57,7850.21
CE-0055,2024-05,121,67970.54,58178.01,9792.53
CE-0055,2024-06,125,70217.5,60101.25,10116.25
CE-0055,2024-07,115,64600.1,55293.15,9306.95
CE-0055,2024-08,130,73026.2,62505.3,10520.9
CE-0055,2024-10,107,60106.18,51446.67,8659.51
CE-0055,2024-11,130,73026.2,62505.3,10520.9
CE-0055,2024-12,141,79205.34,67794.21,11411.13
CE-0055,2025-01,91,51118.34,43753.71,7364.63
CE-0056,2023-01,703,457681.12,419248.11,38433.01
CE-0056,2023-02,799,520180.96,476499.63,43681.33
CE-0056,2023-03,1025,667316.0,611279.25,56036.75
CE-0056,2023-04,1051,684243.04,626784.87,57458.17
CE-0056,2023-05,1017,662107.68,606508.29,55599.39
CE-0056,2023-06,1286,837237.44,766931.82,70305.62
CE-0056,2023-07,1148,747393.92,684632.76,62761.16
CE-0056,2023-08,1221,794919.84,728167.77,66752.07
CE-0056,2023-09,1007,655597.28,600544.59,55052.69
CE-0056,2023-10,1127,733722.08,672108.99,61613.09
CE-0056,2023-11,1191,775388.64,710276.67,65111.97
CE-0056,2023-12,1255,817055.2,748444.35,68610.85
CE-0056,2024-01,854,555988.16,509299.98,46688.18
CE-0056,2024-02,687,447264.48,409706.19,37558.29
CE-0056,2024-03,1037,675128.48,618435.69,56692.79
CE-0056,2024-04,1002,652342.08,597562.74,54779.34
CE-0056,2024-05,1059,689451.36,631555.83,57895.53
CE-0056,2024-06,1139,741534.56,679265.43,62269.13
CE-0056,2024-07,1215,791013.6,724589.55,66424.05
CE-0056,2024-08,1119,728513.76,667338.03,61175.73
CE-0056,2024-10,1142,743487.68,681054.54,62433.14
CE-0056,2024-11,1380,898435.2,822990.6,75444.6
CE-0056,2024-12,1254,816404.16,747847.98,68556.18
CE-0056,2025-01,704,458332.16,419844.48,38487.68
CE-0057,2023-01,559,78919.62,49074.61,29845.01
CE-0057,2023-02,584,82449.12,51269.36,31179.76
CE-0057,2023-03,691,97555.38,60662.89,36892.49
CE-0057,2023-04,838,118308.84,73568.02,44740.82
CE-0057,2023-05,831,117320.58,72953.49,44367.09
CE-0057,2023-06,844,119155.92,74094.76,45061.16
CE-0057,2023-07,957,135109.26,84015.03,51094.23
CE-0057,2023-08,779,109979.22,68388.41,41590.81
CE-0057,2023-09,816,115202.88,71636.64,43566.24
CE-0057,2023-10,822,116049.96,72163.38,43886.58
CE-0057,2023-11,1029,145274.22,90335.91,54938.31
CE-0057,2023-12,1042,147109.56,91477.18,55632.38
CE-0057,2024-01,566,79907.88,49689.14,30218.74
CE-0057,2024-02,638,90072.84,56010.02,34062.82
CE-0057,2024-03,855,120708.9,75060.45,45648.45
CE-0057,2024-04,832,117461.76,73041.28,44420.48
CE-0057,2024-05,810,114355.8,71109.9,43245.9
CE-0057,2024-06,863,121838.34,75762.77,46075.57
CE-0057,2024-07,979,138215.22,85946.41,52268.81
CE-0057,2024-08,762,107579.16,66895.98,40683.18
CE-0057,2024-10,815,115061.7,71548.85,43512.85
CE-0057,2024-11,1206,170263.08,105874.74,64388.34
CE-0057,2024-12,984,138921.12,86385.36,52535.76
CE-0057,2025-01,672,94872.96,58994.88,35878.08
CE-0058,2023-01,184,128654.64,108714.56,19940.08
CE-0058,2023-02,143,99987.03,84490.12,15496.91
CE-0058,2023-03,183,127955.43,108123.72,19831.71
CE-0058,2023-04,213,148931.73,125848.92,23082.81
CE-0058,2023-05,245,171306.45,144755.8,26550.65
CE-0058,2023-06,209,146134.89,123485.56,22649.33
CE-0058,2023-07,252,176200.92,148891.68,27309.24
CE-0058,2023-08,222,155224.62,131166.48,24058.14
CE-0058,2023-09,211,147533.31,124667.24,22866.07
CE-0058,2023-10,184,128654.64,108714.56,19940.08
CE-0058,2023-11,320,223747.2,189068.8,34678.4
CE-0058,2023-12,280,195778.8,165435.2,30343.6
CE-0058,2024-01,151,105580.71,89216.84,16363.87
CE-0058,2024-02,144,100686.24,85080.96,15605.28
CE-0058,2024-03,227,158720.67,134120.68,24599.99
CE-0058,2024-04,225,157322.25,132939.0,24383.25
CE-0058,2024-05,240,167810.4,141801.6,26008.8
CE-0058,2024-06,203,141939.63,119940.52,21999.11
CE-0058,2024-07,215,150330.15,127030.6,23299.55
CE-0058,2024-08,252,176200.92,148891.68,27309.24
CE-0058,2024-10,230,160818.3,135893.2,24925.1
CE-0058,2024-11,263,183892.23,155390.92,28501.31
CE-0058,2024-12,273,190884.33,161299.32,29585.01
CE-0058,2025-01,159,111174.39,93943.56,17230.83
CE-0059,2023-01,500,99210.0,65485.0,33725.0
CE-0059,2023-02,468,92860.56,61293.96,31566.6
CE-0059,2023-03,732,145243.44,95870.04,49373.4
CE-0059,2023-04,780,154767.6,102156.6,52611.0
CE-0059,2023-05,689,136711.38,90238.33,46473.05
CE-0059,2023-06,828,164291.76,108443.16,55848.6
CE-0059,2023-07,837,166077.54,109621.89,56455.65
CE-0059,2023-08,799,158537.58,104645.03,53892.55
CE-0059,2023-09,773,153378.66,101239.81,52138.85
CE-0059,2023-10,685,135917.7,89714.45,46203.25
CE-0059,2023-11,862,171038.04,112896.14,58141.9
CE-0059,2023-12,946,187705.32,123897.62,63807.7
CE-0059,2024-01,490,97225.8,64175.3,33050.5
CE-0059,2024-02,513,101789.46,67187.61,34601.85
CE-0059,2024-03,784,155561.28,102680.48,52880.8
CE-0059,2024-04,620,123020.4,81201.4,41819.0
CE-0059,2024-05,733,145441.86,96001.01,49440.85
CE-0059,2024-06,730,144846.6,95608.1,49238.5
CE-0059,2024-07,709,140679.78,92857.73,47822.05
CE-0059,2024-08,718,142465.56,94036.46,48429.1
CE-0059,2024-10,698,138497.16,91417.06,47080.1
CE-0059,2024-11,970,192467.4,127040.9,65426.5
CE-0059,2024-12,850,168657.0,111324.5,57332.5
CE-0059,2025-01,565,112107.3,73998.05,38109.25
CE-0060,2023-01,193,165968.42,130936.99,35031.43
CE-0060,2023-02,182,156509.08,123474.26,33034.82
CE-0060,2023-03,218,187466.92,147897.74,39569.18
CE-0060,2023-04,200,171988.0,135686.0,36302.0
CE-0060,2023-05,198,170268.12,134329.14,35938.98
CE-0060,2023-06,267,229603.98,181140.81,48463.17
CE-0060,2023-07,225,193486.5,152646.75,40839.75
CE-0060,2023-08,216,185747.04,146540.88,39206.16
CE-0060,2023-09,205,176287.7,139078.15,37209.55
CE-0060,2023-10,212,182307.28,143827.16,38480.12
CE-0060,2023-11,326,280340.44,221168.18,59172.26
CE-0060,2023-12,299,257122.06,202850.57,54271.49
CE-0060,2024-01,179,153929.26,121438.97,32490.29
CE-0060,2024-02,196,168548.24,132972.28,35575.96
CE-0060,2024-03,194,166828.36,131615.42,35212.94
CE-0060,2024-04,229,196926.26,155360.47,41565.79
CE-0060,2024-05,216,185747.04,146540.88,39206.16
CE-0060,2024-06,274,235623.56,185889.82,49733.74
CE-0060,2024-07,284,244222.96,192674.12,51548.84
CE-0060,2024-08,268,230463.92,181819.24,48644.68
CE-0060,2024-10,243,208965.42,164858.49,44106.93
CE-0060,2024-11,352,302698.88,238807.36,63891.52
CE-0060,2024-12,302,259701.88,204885.86,54816.02
CE-0060,2025-01,203,174567.82,137721.29,36846.53
CE-0061,2023-01,431,627596.34,461915.63,165680.71
CE-0061,2023-02,509,741175.26,545510.57,195664.69
CE-0061,2023-03,611,889701.54,654827.03,234874.51
CE-0061,2023-04,575,837280.5,616244.75,221035.75
CE-0061,2023-05,513,746999.82,549797.49,197202.33
CE-0061,2023-06,557,811069.98,596953.61,214116.37
CE-0061,2023-07,701,1020754.14,751282.73,269471.41
CE-0061,2023-08,631,918824.34,676261.63,242562.71
CE-0061,2023-09,522,760105.08,559443.06,200662.02
CE-0061,2023-10,622,905719.08,666616.06,239103.02
CE-0061,2023-11,806,1173648.84,863814.38,309834.46
CE-0061,2023-12,834,1214420.76,893822.82,320597.94
CE-0061,2024-01,397,578087.58,425476.81,152610.77
CE-0061,2024-02,484,704771.76,518717.32,186054.44
CE-0061,2024-03,537,781947.18,575519.01,206428.17
CE-0061,2024-04,597,869315.58,639822.81,229492.77
CE-0061,2024-05,585,851841.9,626962.05,224879.85
CE-0061,2024-06,708,1030947.12,758784.84,272162.28
CE-0061,2024-07,724,1054245.36,775932.52,278312.84
CE-0061,2024-08,617,898438.38,661257.41,237180.97
CE-0061,2024-10,560,815438.4,600168.8,215269.6
CE-0061,2024-11,845,1230438.3,905611.85,324826.45
CE-0061,2024-12,745,1084824.3,798438.85,286385.45
CE-0061,2025-01,466,678561.24,499426.18,179135.06
CE-0062,2023-01,991,606789.3,468633.99,138155.31
CE-0062,2023-02,879,538211.7,415670.31,122541.39
CE-0062,2023-03,1301,796602.3,615229.89,181372.41
CE-0062,2023-04,1344,822931.2,635564.16,187367.04
CE-0062,2023-05,1194,731086.2,564630.66,166455.54
CE-0062,2023-06,1351,827217.3,638874.39,188342.91
CE-0062,2023-07,1194,731086.2,564630.66,166455.54
CE-0062,2023-08,1299,795377.7,614284.11,181093.59
CE-0062,2023-09,1305,799051.5,617121.45,181930.05
CE-0062,2023-10,1062,650262.6,502209.18,148053.42
CE-0062,2023-11,1581,968046.3,747639.09,220407.21
CE-0062,2023-12,1823,1116222.9,862078.47,254144.43
